Date,Income,Loan_disbursed,Age,Gender,Outstanding_debt,Purpose,Interest_rate,Education_level,Feedback,Promo_Campaign,Year,Quarter,Day_month,Weeknum,Month,Weekday
2018-05-05,41000,123000,42,M,47734,Education,13.2,Graduate,2,1,2018,2,5,18,May,Sat
2018-05-06,41330,123990,70,M,67328,Personal,13.2,Graduate,4,1,2018,2,6,19,May,Sun
2018-05-07,41370,124110,55,M,54896,Personal,13.2,Graduate,2,1,2018,2,7,19,May,Mon
2018-05-08,41670,125010,25,M,44162,Others,13.2,Graduate,1,0,2018,2,8,19,May,Tue
2018-05-09,42040,126120,36,M,6689,Education,13.2,Graduate,3,0,2018,2,9,19,May,Wed
2018-05-10,42070,126210,55,M,84735,Personal,13.2,Graduate,3,1,2018,2,10,19,May,Thu
2018-05-11,42120,126360,32,M,30888,Travel,13.2,Graduate,3,1,2018,2,11,19,May,Fri
2018-05-12,42210,126630,69,F,12180,Personal,13.2,Graduate,3,1,2018,2,12,19,May,Sat
2018-05-13,42230,126690,63,F,24546,Personal,13.2,Graduate,4,1,2018,2,13,20,May,Sun
2018-05-14,42310,126930,33,M,51662,Travel,13.2,Graduate,4,0,2018,2,14,20,May,Mon
2018-05-15,42670,128010,57,M,24366,Personal,13.2,Graduate,5,1,2018,2,15,20,May,Tue
2018-05-16,42770,128310,43,M,29930,Education,13.2,Graduate,5,1,2018,2,16,20,May,Wed
2018-05-17,43280,129840,39,M,69828,Education,13.2,Graduate,4,1,2018,2,17,20,May,Thu
2018-05-18,43330,129990,71,M,73252,Travel,13.2,Graduate,4,1,2018,2,18,20,May,Fri
2018-05-19,43770,131310,34,M,31137,Travel,13.2,Graduate,5,1,2018,2,19,20,May,Sat
2018-05-20,44200,132600,61,M,10116,Personal,13.2,Graduate,2,1,2018,2,20,21,May,Sun
2018-05-21,44210,132630,33,M,82784,Travel,13.2,Graduate,3,1,2018,2,21,21,May,Mon
2018-05-22,44350,133050,71,F,1847,Personal,13.2,Graduate,2,1,2018,2,22,21,May,Tue
2018-05-23,44440,133320,59,M,74332,Personal,13.2,Graduate,4,1,2018,2,23,21,May,Wed
2018-05-24,44440,133320,72,M,35960,Personal,13.2,Graduate,2,0,2018,2,24,21,May,Thu
2018-05-25,44880,134640,43,M,63355,Others,13.2,Graduate,2,0,2018,2,25,21,May,Fri
2018-05-26,45330,135990,29,M,26318,Travel,13.2,Graduate,2,0,2018,2,26,21,May,Sat
2018-05-27,45560,136680,55,M,67990,Personal,13.2,Graduate,5,1,2018,2,27,22,May,Sun
2018-05-28,46000,138000,38,M,22404,Education,13.2,Graduate,4,0,2018,2,28,22,May,Mon
2018-05-29,46120,138360,72,M,37668,Personal,13.2,Graduate,5,1,2018,2,29,22,May,Tue
2018-05-30,46210,138630,39,M,28081,Education,13.2,Graduate,3,1,2018,2,30,22,May,Wed
2018-05-31,46210,138630,55,M,21158,Personal,13.2,Graduate,2,1,2018,2,31,22,May,Thu
2018-06-01,46630,139890,68,M,49618,Personal,13.2,Graduate,4,1,2018,2,1,22,Jun,Fri
2018-06-02,46670,140010,65,M,96911,Personal,13.2,Graduate,4,1,2018,2,2,22,Jun,Sat
2018-06-03,46800,140400,75,M,34324,Home,13.2,Graduate,5,1,2018,2,3,23,Jun,Sun
2018-06-04,47190,141570,50,M,13823,Others,13.2,Graduate,5,1,2018,2,4,23,Jun,Mon
2018-06-05,48330,144990,56,F,59138,Personal,13.2,Graduate,2,1,2018,2,5,23,Jun,Tue
2018-06-06,48890,146670,60,F,73627,Personal,13.2,Graduate,2,0,2018,2,6,23,Jun,Wed
2018-06-07,49390,148170,37,M,22048,Education,13.2,Graduate,2,0,2018,2,7,23,Jun,Thu
2018-06-08,49430,148290,32,M,41078,Travel,13.2,Graduate,4,1,2018,2,8,23,Jun,Fri
2018-06-09,49440,148320,67,M,50110,Travel,13.2,Graduate,2,1,2018,2,9,23,Jun,Sat
2018-06-10,49550,148650,28,M,42592,Travel,13.2,Graduate,2,1,2018,2,10,24,Jun,Sun
2018-06-11,49560,148680,70,M,72997,Personal,13.2,Graduate,3,1,2018,2,11,24,Jun,Mon
2018-06-12,49690,149070,32,M,86456,Travel,13.2,Graduate,3,0,2018,2,12,24,Jun,Tue
2018-06-13,50000,150000,37,M,87755,Education,13.2,Graduate,5,1,2018,2,13,24,Jun,Wed
2018-06-14,50330,150990,47,M,40746,Education,13.2,Graduate,4,0,2018,2,14,24,Jun,Thu
2018-06-15,50880,152640,58,M,65900,Personal,13.2,Graduate,4,1,2018,2,15,24,Jun,Fri
2018-06-16,51450,154350,41,M,85951,Education,13.2,Graduate,5,1,2018,2,16,24,Jun,Sat
2018-06-17,51450,154350,55,M,44206,Personal,13.2,Graduate,5,1,2018,2,17,25,Jun,Sun
2018-06-18,51670,217014,65,M,99296,Travel,13.2,Graduate,3,0,2018,2,18,25,Jun,Mon
2018-06-19,51830,217686,34,M,91165,Travel,13.2,Graduate,1,0,2018,2,19,25,Jun,Tue
2018-06-20,52000,218400,57,M,77336,Personal,13.2,Graduate,3,0,2018,2,20,25,Jun,Wed
2018-06-21,52360,219912,44,M,20282,Education,13.2,Graduate,4,0,2018,2,21,25,Jun,Thu
2018-06-22,52550,220710,64,M,62412,Personal,13.2,Graduate,1,1,2018,2,22,25,Jun,Fri
2018-06-23,53170,223314,30,M,34566,Travel,13.2,Graduate,5,1,2018,2,23,25,Jun,Sat
2018-06-24,53240,223608,22,M,30556,Travel,13.2,Graduate,3,1,2018,2,24,26,Jun,Sun
2018-06-25,53330,223986,55,M,92056,Others,13.2,Graduate,3,1,2018,2,25,26,Jun,Mon
2018-06-26,53410,224322,65,M,98587,Personal,13.2,Graduate,4,1,2018,2,26,26,Jun,Tue
2018-06-27,53450,224490,75,M,25543,Home,13.2,Graduate,3,1,2018,2,27,26,Jun,Wed
2018-06-28,55560,233352,46,M,46889,Education,13.2,Graduate,4,0,2018,2,28,26,Jun,Thu
2018-06-29,55730,234066,28,F,2687,Travel,13.2,Graduate,4,1,2018,2,29,26,Jun,Fri
2018-06-30,57080,239736,24,M,62100,Travel,13.2,Graduate,2,1,2018,2,30,26,Jun,Sat
2018-07-01,57110,239862,30,M,98187,Others,13.2,Graduate,2,1,2018,3,1,27,Jul,Sun
2018-07-02,57350,240870,31,M,48045,Travel,13.2,Graduate,5,1,2018,3,2,27,Jul,Mon
2018-07-03,57770,115540,48,F,21651,Others,13.2,Graduate,5,0,2018,3,3,27,Jul,Tue
2018-07-04,57770,115540,40,M,52573,Others,13.2,Graduate,5,0,2018,3,4,27,Jul,Wed
2018-07-05,57890,115780,36,M,42314,Education,13.2,Graduate,4,1,2018,3,5,27,Jul,Thu
2018-07-06,58880,117760,43,M,96115,Education,13.2,Graduate,5,1,2018,3,6,27,Jul,Fri
2018-07-07,60880,121760,58,M,92411,Others,13.2,Graduate,4,1,2018,3,7,27,Jul,Sat
2018-07-08,61110,122220,23,F,97049,Others,13.2,Graduate,3,1,2018,3,8,28,Jul,Sun
2018-07-09,61110,122220,48,M,52654,Others,13.2,Graduate,2,1,2018,3,9,28,Jul,Mon
2018-07-10,61110,122220,27,M,66295,Travel,13.2,Graduate,3,1,2018,3,10,28,Jul,Tue
2018-07-11,61110,122220,65,M,90330,Personal,13.2,Graduate,3,1,2018,3,11,28,Jul,Wed
2018-07-12,61110,122220,41,F,73651,Others,13.2,Graduate,3,1,2018,3,12,28,Jul,Thu
2018-07-13,61330,122660,53,M,15876,Personal,13.2,Graduate,3,1,2018,3,13,28,Jul,Fri
2018-07-14,61440,122880,44,F,40025,Education,13.2,Graduate,4,1,2018,3,14,28,Jul,Sat
2018-07-15,61550,123100,55,M,83946,Others,13.2,Graduate,5,1,2018,3,15,29,Jul,Sun
2018-07-16,61670,123340,71,M,27921,Personal,13.2,Graduate,3,1,2018,3,16,29,Jul,Mon
2018-07-17,62030,124060,32,M,81995,Travel,13.2,Graduate,1,0,2018,3,17,29,Jul,Tue
2018-07-18,62210,124420,72,F,60719,Personal,13.2,Graduate,2,1,2018,3,18,29,Jul,Wed
2018-07-19,62550,125100,52,M,92069,Personal,13.2,Graduate,5,1,2018,3,19,29,Jul,Thu
2018-07-20,62770,125540,67,M,646,Personal,13.2,Graduate,1,0,2018,3,20,29,Jul,Fri
2018-07-21,63330,126660,51,M,38859,Personal,13.2,Graduate,3,1,2018,3,21,29,Jul,Sat
2018-07-22,63440,126880,55,M,73907,Personal,13.2,Graduate,4,1,2018,3,22,30,Jul,Sun
2018-07-23,64230,128460,40,M,62531,Education,13.2,Graduate,3,1,2018,3,23,30,Jul,Mon
2018-07-24,64800,129600,36,M,46492,Education,13.2,Graduate,1,1,2018,3,24,30,Jul,Tue
2018-07-25,64870,129740,68,M,69871,Personal,13.2,Graduate,3,0,2018,3,25,30,Jul,Wed
2018-07-26,66670,133340,54,M,33996,Personal,13.2,Graduate,5,1,2018,3,26,30,Jul,Thu
2018-07-27,67230,134460,49,M,10518,Others,13.2,Graduate,2,0,2018,3,27,30,Jul,Fri
2018-07-28,68890,137780,39,M,45473,Education,13.2,Graduate,2,1,2018,3,28,30,Jul,Sat
2018-07-29,69130,138260,35,M,29614,Travel,13.2,Graduate,5,0,2018,3,29,31,Jul,Sun
2018-07-30,70000,140000,46,M,84448,Education,13.2,Graduate,4,0,2018,3,30,31,Jul,Mon
2018-07-31,70000,140000,54,M,95043,Others,13.2,Graduate,2,1,2018,3,31,31,Jul,Tue
2018-08-01,70210,140420,75,M,14875,Home,13.2,Graduate,2,0,2018,3,1,31,Aug,Wed
2018-08-02,71880,143760,60,M,51965,Personal,13.2,Graduate,3,1,2018,3,2,31,Aug,Thu
2018-08-03,72230,144460,74,M,58981,Personal,13.2,Graduate,4,0,2018,3,3,31,Aug,Fri
2018-08-04,72910,145820,24,M,56033,Travel,13.2,Graduate,3,1,2018,3,4,31,Aug,Sat
2018-08-05,73170,146340,59,M,61077,Personal,13.2,Graduate,2,1,2018,3,5,32,Aug,Sun
2018-08-06,73330,146660,66,M,1534,Personal,13.2,Graduate,1,0,2018,3,6,32,Aug,Mon
2018-08-07,73370,146740,40,M,56685,Education,13.2,Graduate,1,1,2018,3,7,32,Aug,Tue
2018-08-08,74240,148480,60,M,54268,Travel,13.2,Graduate,4,0,2018,3,8,32,Aug,Wed
2018-08-09,75320,150640,32,M,50868,Travel,13.2,Graduate,1,0,2018,3,9,32,Aug,Thu
2018-08-10,75560,151120,61,M,61377,Personal,13.2,Graduate,5,0,2018,3,10,32,Aug,Fri
2018-08-11,75690,151380,70,M,28236,Personal,13.2,Graduate,3,1,2018,3,11,32,Aug,Sat
2018-08-12,75930,151860,41,M,47122,Education,13.2,Graduate,4,1,2018,3,12,33,Aug,Sun
2018-08-13,76040,152080,55,M,40015,Personal,13.2,Graduate,3,1,2018,3,13,33,Aug,Mon
2018-08-14,76110,152220,51,M,29055,Personal,13.2,Graduate,2,1,2018,3,14,33,Aug,Tue
2018-08-15,76350,152700,75,M,35901,Travel,13.2,Graduate,4,1,2018,3,15,33,Aug,Wed
2018-08-16,77070,154140,49,M,99959,Education,13.2,Graduate,2,0,2018,3,16,33,Aug,Thu
2018-08-17,77570,155140,59,M,14248,Personal,13.2,Graduate,1,1,2018,3,17,33,Aug,Fri
2018-08-18,77590,155180,23,M,70348,Travel,13.2,Graduate,5,1,2018,3,18,33,Aug,Sat
2018-08-19,77610,155220,27,M,80048,Travel,13.2,Graduate,5,1,2018,3,19,34,Aug,Sun
2018-08-20,77720,155440,46,M,33355,Education,13.2,Graduate,2,0,2018,3,20,34,Aug,Mon
2018-08-21,78970,157940,50,M,17703,Education,13.2,Graduate,3,1,2018,3,21,34,Aug,Tue
2018-08-22,79130,158260,51,M,15857,Personal,13.2,Graduate,3,1,2018,3,22,34,Aug,Wed
2018-08-23,79400,158800,41,M,33323,Education,13.2,Graduate,4,0,2018,3,23,34,Aug,Thu
2018-08-24,80000,160000,35,M,25887,Others,13.2,Graduate,3,0,2018,3,24,34,Aug,Fri
2018-08-25,80870,161740,67,M,14966,Personal,13.2,Graduate,4,0,2018,3,25,34,Aug,Sat
2018-08-26,81770,163540,55,M,66295,Personal,13.2,Graduate,5,1,2018,3,26,35,Aug,Sun
2018-08-27,83330,166660,44,M,8723,Education,13.2,Graduate,4,1,2018,3,27,35,Aug,Mon
2018-08-28,83330,166660,35,M,30615,Travel,13.2,Graduate,1,1,2018,3,28,35,Aug,Tue
2018-08-29,83330,166660,55,M,76327,Personal,13.2,Graduate,4,1,2018,3,29,35,Aug,Wed
2018-08-30,83330,166660,53,M,62883,Personal,13.2,Graduate,1,0,2018,3,30,35,Aug,Thu
2018-08-31,84330,168660,64,M,53268,Personal,13.2,Graduate,1,0,2018,3,31,35,Aug,Fri
2018-09-01,85410,170820,63,M,52746,Travel,13.2,Graduate,4,1,2018,3,1,35,Sep,Sat
2018-09-02,85560,171120,66,M,49732,Personal,13.2,Graduate,3,1,2018,3,2,36,Sep,Sun
2018-09-03,87200,174400,59,M,48112,Personal,13.2,Graduate,2,1,2018,3,3,36,Sep,Mon
2018-09-04,89330,178660,45,M,5574,Education,13.2,Graduate,3,1,2018,3,4,36,Sep,Tue
2018-09-05,91670,183340,64,M,20758,Personal,13.2,Graduate,5,1,2018,3,5,36,Sep,Wed
2018-09-06,101040,202080,32,M,2701,Travel,13.2,Graduate,2,1,2018,3,6,36,Sep,Thu
2018-09-07,101110,202220,55,M,35210,Personal,13.2,Graduate,3,1,2018,3,7,36,Sep,Fri
2018-09-08,103830,207660,44,M,48646,Education,13.2,Graduate,2,1,2018,3,8,36,Sep,Sat
2018-09-09,105350,210700,60,M,42822,Personal,13.2,Graduate,5,1,2018,3,9,37,Sep,Sun
2018-09-10,105770,211540,51,M,10177,Others,13.2,Graduate,3,1,2018,3,10,37,Sep,Mon
2018-09-11,105970,211940,49,M,31808,Education,13.2,Graduate,2,0,2018,3,11,37,Sep,Tue
2018-09-12,106670,213340,23,M,91875,Travel,13.2,Graduate,1,1,2018,3,12,37,Sep,Wed
2018-09-13,107630,215260,72,M,51265,Personal,13.2,Graduate,1,0,2018,3,13,37,Sep,Thu
2018-09-14,107730,215460,32,M,38622,Travel,13.2,Graduate,3,1,2018,3,14,37,Sep,Fri
2018-09-15,111110,222220,52,M,57373,Personal,13.2,Graduate,2,1,2018,3,15,37,Sep,Sat
2018-09-16,111110,222220,39,M,74886,Education,13.2,Graduate,3,1,2018,3,16,38,Sep,Sun
2018-09-17,111120,222240,42,M,80722,Others,13.2,Graduate,5,1,2018,3,17,38,Sep,Mon
2018-09-18,116670,233340,62,M,37138,Personal,13.2,Graduate,4,1,2018,3,18,38,Sep,Tue
2018-09-19,121110,242220,59,M,63163,Personal,13.2,Graduate,3,1,2018,3,19,38,Sep,Wed
2018-09-20,124310,248620,43,M,10769,Education,13.2,Graduate,5,1,2018,3,20,38,Sep,Thu
2018-09-21,124310,248620,27,M,94442,Travel,13.2,Graduate,1,0,2018,3,21,38,Sep,Fri
2018-09-22,124370,248740,32,M,33633,Travel,13.2,Graduate,2,1,2018,3,22,38,Sep,Sat
2018-09-23,127170,254340,33,M,36561,Travel,13.2,Graduate,5,1,2018,3,23,39,Sep,Sun
2018-09-24,127470,254940,69,M,30594,Personal,13.2,Graduate,2,1,2018,3,24,39,Sep,Mon
2018-09-25,129370,258740,30,M,59699,Travel,13.2,Graduate,5,1,2018,3,25,39,Sep,Tue
2018-09-26,131110,262220,69,M,69964,Personal,13.2,Graduate,3,1,2018,3,26,39,Sep,Wed
2018-09-27,132840,265680,69,M,20149,Personal,13.2,Graduate,1,0,2018,3,27,39,Sep,Thu
2018-09-28,133330,266660,61,M,56723,Travel,13.2,Graduate,2,1,2018,3,28,39,Sep,Fri
2018-09-29,133960,267920,73,F,22233,Personal,13.2,Graduate,3,1,2018,3,29,39,Sep,Sat
2018-09-30,135190,270380,67,M,90828,Personal,13.2,Graduate,2,1,2018,3,30,40,Sep,Sun
2018-10-01,143330,286660,45,M,41901,Education,13.2,Graduate,4,1,2018,4,1,40,Oct,Mon
2018-10-02,144440,288880,41,M,78342,Education,13.2,Graduate,1,0,2018,4,2,40,Oct,Tue
2018-10-03,148610,297220,46,M,69093,Education,13.2,Graduate,2,0,2018,4,3,40,Oct,Wed
2018-10-04,152230,304460,75,M,56272,Personal,13.2,Graduate,3,1,2018,4,4,40,Oct,Thu
2018-10-05,156760,313520,51,M,64690,Education,13.2,Graduate,4,0,2018,4,5,40,Oct,Fri
2018-10-06,160000,320000,40,F,63817,Education,13.2,Graduate,5,0,2018,4,6,40,Oct,Sat
2018-10-07,171210,342420,55,M,88988,Others,13.2,Graduate,2,1,2018,4,7,41,Oct,Sun
2018-10-08,182000,364000,48,M,51859,Education,13.2,Graduate,3,1,2018,4,8,41,Oct,Mon
2018-10-09,194440,388880,69,M,47610,Personal,13.2,Graduate,3,1,2018,4,9,41,Oct,Tue
2018-10-10,194440,388880,34,M,9638,Travel,13.2,Graduate,2,0,2018,4,10,41,Oct,Wed
2018-10-11,195770,391540,41,M,51364,Others,13.2,Graduate,3,0,2018,4,11,41,Oct,Thu
2018-10-12,198210,396420,55,F,99909,Personal,13.2,Graduate,3,1,2018,4,12,41,Oct,Fri
2018-10-13,198400,396800,23,M,65445,Travel,13.2,Graduate,4,1,2018,4,13,41,Oct,Sat
2018-10-14,200000,400000,70,M,96796,Personal,13.2,Graduate,4,1,2018,4,14,42,Oct,Sun
2018-10-15,214930,429860,48,M,77944,Education,13.2,Graduate,1,1,2018,4,15,42,Oct,Mon
2018-10-16,220330,440660,30,M,65077,Travel,13.2,Graduate,3,0,2018,4,16,42,Oct,Tue
2018-10-17,222210,444420,60,M,72111,Personal,13.2,Graduate,5,1,2018,4,17,42,Oct,Wed
2018-10-18,222230,444460,55,M,69310,Personal,13.2,Graduate,2,0,2018,4,18,42,Oct,Thu
2018-10-19,222560,445120,66,M,47675,Personal,13.2,Graduate,5,1,2018,4,19,42,Oct,Fri
2018-10-20,233330,466660,55,M,11045,Personal,13.2,Graduate,4,1,2018,4,20,42,Oct,Sat
2018-10-21,244440,466660,41,M,43281,Others,13.2,Graduate,4,1,2018,4,21,43,Oct,Sun
2018-10-22,259790,466660,36,F,37727,Education,13.2,Graduate,2,0,2018,4,22,43,Oct,Mon
2018-10-23,263070,34199.1,38,M,96728,Others,13.2,Graduate,2,0,2018,4,23,43,Oct,Tue
2018-10-24,275560,35822.8,55,M,52185,Others,13.2,Graduate,1,1,2018,4,24,43,Oct,Wed
2018-10-25,277770,36110.1,41,M,7099,Education,13.2,Graduate,2,1,2018,4,25,43,Oct,Thu
2018-10-26,317370,327370,61,M,55159,Personal,13.2,Graduate,2,0,2018,4,26,43,Oct,Fri
2018-10-27,317370,327370,66,M,13618,Personal,13.2,Graduate,2,1,2018,4,27,43,Oct,Sat
2018-10-28,317370,213000,36,M,79022,Travel,13.2,Graduate,3,1,2018,4,28,44,Oct,Sun
2018-10-29,3000,9000,27,M,43893,Others,13.2,Graduate,4,1,2018,4,29,44,Oct,Mon
2018-10-30,8990,8091,29,M,62619,Travel,13.2,Graduate,2,0,2018,4,30,44,Oct,Tue
2018-10-31,13330,11997,25,M,22391,Travel,13.2,Graduate,4,0,2018,4,31,44,Oct,Wed
2018-11-01,13670,12303,29,M,64681,Travel,13.2,Graduate,4,1,2018,4,1,44,Nov,Thu
2018-11-02,13670,12303,27,F,2997,Education,13.2,Graduate,3,1,2018,4,2,44,Nov,Fri
2018-11-03,17320,15588,33,F,65031,Education,13.2,Graduate,3,1,2018,4,3,44,Nov,Sat
2018-11-04,18370,16533,29,F,17751,Others,13.2,Graduate,3,1,2018,4,4,45,Nov,Sun
2018-11-05,20510,18459,27,F,5907,Personal,13.2,Graduate,3,1,2018,4,5,45,Nov,Mon
2018-11-06,21330,17064,33,M,64254,Others,13.2,Graduate,4,0,2018,4,6,45,Nov,Tue
2018-11-07,21670,17336,29,M,82599,Education,13.2,Graduate,5,1,2018,4,7,45,Nov,Wed
2018-11-08,23450,18760,31,M,31370,Personal,13.2,Graduate,4,1,2018,4,8,45,Nov,Thu
2018-11-09,23450,18760,32,M,77386,Education,13.2,Graduate,2,1,2018,4,9,45,Nov,Fri
2018-11-10,23450,18760,33,M,99667,Travel,13.2,Graduate,3,1,2018,4,10,45,Nov,Sat
2018-11-11,23760,19008,36,M,54709,Education,13.2,Graduate,3,1,2018,4,11,46,Nov,Sun
2018-11-12,24120,19296,39,M,33107,Personal,13.2,Graduate,4,0,2018,4,12,46,Nov,Mon
2018-11-13,24270,19416,42,M,4201,Personal,13.2,Graduate,5,1,2018,4,13,46,Nov,Tue
2018-11-14,25070,20056,49,M,92285,Others,13.2,Graduate,4,1,2018,4,14,46,Nov,Wed
2018-11-15,26360,79080,46,M,89451,Education,13.2,Graduate,4,0,2018,4,15,46,Nov,Thu
2018-11-16,26850,16110,33,M,66588,Others,13.2,Graduate,3,1,2018,4,16,46,Nov,Fri
2018-11-17,27270,16362,44,M,13093,Education,13.2,Graduate,5,1,2018,4,17,46,Nov,Sat
2018-11-18,27770,16662,64,M,8126,Personal,13.2,Graduate,5,1,2018,4,18,47,Nov,Sun
2018-11-19,29510,17706,71,M,68254,Personal,13.2,Graduate,3,1,2018,4,19,47,Nov,Mon
2018-11-20,30330,18198,32,M,60483,Travel,13.2,Graduate,3,1,2018,4,20,47,Nov,Tue
2018-11-21,30630,18378,51,M,94555,Personal,13.2,Graduate,1,0,2018,4,21,47,Nov,Wed
2018-11-22,30680,18408,76,M,97992,Home,13.2,Graduate,2,0,2018,4,22,47,Nov,Thu
2018-11-23,31110,18666,59,M,92736,Personal,13.2,Graduate,2,0,2018,4,23,47,Nov,Fri
2018-11-24,31770,19062,37,M,21235,Education,13.2,Graduate,3,1,2018,4,24,47,Nov,Sat
2018-11-25,31930,19158,68,M,72956,Personal,13.2,Graduate,4,1,2018,4,25,48,Nov,Sun
2018-11-26,32000,19200,61,M,46251,Personal,13.2,Graduate,3,0,2018,4,26,48,Nov,Mon
2018-11-27,32310,19386,43,F,77990,Education,13.2,Graduate,3,1,2018,4,27,48,Nov,Tue
2018-11-28,32330,19398,44,M,36181,Education,13.2,Graduate,4,1,2018,4,28,48,Nov,Wed
2018-11-29,32520,19512,54,M,36614,Personal,13.2,Graduate,4,1,2018,4,29,48,Nov,Thu
2018-11-30,32970,19782,50,M,28292,Others,13.2,Graduate,1,1,2018,4,30,48,Nov,Fri
2018-12-01,33050,19830,39,M,6157,Education,13.2,Graduate,2,1,2018,4,1,48,Dec,Sat
2018-12-02,33120,99360,55,F,52022,Personal,13.2,Graduate,2,1,2018,4,2,49,Dec,Sun
2018-12-03,33210,99630,63,M,85676,Personal,13.2,Graduate,2,1,2018,4,3,49,Dec,Mon
2018-12-04,33320,99960,55,M,79307,Personal,13.2,Graduate,2,1,2018,4,4,49,Dec,Tue
2018-12-05,33330,99990,43,M,99982,Education,13.2,Graduate,2,1,2018,4,5,49,Dec,Wed
2018-12-06,33330,99990,64,M,91942,Personal,13.2,Graduate,3,1,2018,4,6,49,Dec,Thu
2018-12-07,33330,99990,56,M,47680,Personal,13.2,Graduate,1,1,2018,4,7,49,Dec,Fri
2018-12-08,33330,99990,64,M,74497,Personal,13.2,Graduate,2,1,2018,4,8,49,Dec,Sat
2018-12-09,34360,103080,66,M,58403,Personal,13.2,Graduate,3,1,2018,4,9,50,Dec,Sun
2018-12-10,34440,103320,50,M,5903,Education,13.2,Graduate,4,1,2018,4,10,50,Dec,Mon
2018-12-11,34670,104010,60,M,36788,Personal,13.2,Graduate,3,1,2018,4,11,50,Dec,Tue
2018-12-12,34930,104790,35,M,36036,Travel,13.2,Graduate,5,1,2018,4,12,50,Dec,Wed
2018-12-13,35000,105000,36,M,97580,Travel,13.2,Graduate,2,1,2018,4,13,50,Dec,Thu
2018-12-14,35550,106650,55,M,76260,Personal,13.2,Graduate,1,1,2018,4,14,50,Dec,Fri
2018-12-15,35550,106650,73,M,33776,Personal,13.2,Graduate,3,1,2018,4,15,50,Dec,Sat
2018-12-16,35970,107910,55,M,18513,Personal,13.2,Graduate,5,1,2018,4,16,51,Dec,Sun
2018-12-17,36110,108330,32,M,53930,Travel,13.2,Graduate,4,1,2018,4,17,51,Dec,Mon
2018-12-18,36670,110010,45,M,6117,Education,13.2,Graduate,5,1,2018,4,18,51,Dec,Tue
2018-12-19,36910,110730,34,M,28883,Travel,13.2,Graduate,4,0,2018,4,19,51,Dec,Wed
2018-12-20,37130,111390,33,M,43814,Travel,13.2,Graduate,4,0,2018,4,20,51,Dec,Thu
2018-12-21,37320,111960,61,M,71364,Personal,13.2,Graduate,4,1,2018,4,21,51,Dec,Fri
2018-12-22,38430,115290,55,M,32558,Personal,13.2,Graduate,3,1,2018,4,22,51,Dec,Sat
2018-12-23,38600,115800,29,M,88930,Travel,13.2,Graduate,5,1,2018,4,23,52,Dec,Sun
2018-12-24,38930,116790,27,M,39283,Travel,13.2,Graduate,1,1,2018,4,24,52,Dec,Mon
2018-12-25,39050,117150,57,F,21662,Personal,13.2,Graduate,4,0,2018,4,25,52,Dec,Tue
2018-12-26,39290,117870,24,M,74663,Others,13.2,Graduate,5,1,2018,4,26,52,Dec,Wed
2018-12-27,39430,118290,49,M,2313,Education,13.2,Graduate,2,0,2018,4,27,52,Dec,Thu
2018-12-28,39440,118320,61,M,71324,Personal,13.2,Graduate,2,1,2018,4,28,52,Dec,Fri
2018-12-29,40000,120000,44,M,26212,Education,13.2,Graduate,2,0,2018,4,29,52,Dec,Sat
2018-12-30,40000,120000,66,M,53811,Personal,13.2,Graduate,3,1,2018,4,30,53,Dec,Sun
2018-12-31,40200,120600,41,M,49176,Education,13.2,Graduate,3,1,2018,4,31,53,Dec,Mon
2019-01-01,40390,121170,38,M,68027,Education,13.2,Graduate,1,1,2019,1,1,1,Jan,Tue
2019-01-02,40440,121320,50,M,67665,Education,13.2,Graduate,2,1,2019,1,2,1,Jan,Wed
2019-01-03,40690,122070,49,M,8903,Education,13.2,Graduate,3,1,2019,1,3,1,Jan,Thu
2019-01-04,40970,122910,52,M,36996,Personal,13.2,Graduate,4,0,2019,1,4,1,Jan,Fri
2019-01-05,41000,123000,42,M,32292,Education,13.2,Graduate,3,1,2019,1,5,1,Jan,Sat
2019-01-06,41330,123990,70,M,45861,Personal,13.2,Graduate,5,1,2019,1,6,2,Jan,Sun
2019-01-07,41370,124110,55,M,2987,Personal,13.2,Graduate,4,0,2019,1,7,2,Jan,Mon
2019-01-08,41670,125010,25,M,81577,Others,13.2,Graduate,4,1,2019,1,8,2,Jan,Tue
2019-01-09,42040,126120,36,M,88910,Education,13.2,Graduate,2,1,2019,1,9,2,Jan,Wed
2019-01-10,42070,126210,55,M,94797,Personal,13.2,Graduate,5,1,2019,1,10,2,Jan,Thu
2019-01-11,42120,126360,32,M,37393,Travel,13.2,Graduate,2,0,2019,1,11,2,Jan,Fri
2019-01-12,42210,126630,69,F,3441,Personal,13.2,Graduate,4,1,2019,1,12,2,Jan,Sat
2019-01-13,42230,126690,63,F,82716,Personal,13.2,Graduate,5,1,2019,1,13,3,Jan,Sun
2019-01-14,42310,126930,33,M,97834,Travel,13.2,Graduate,2,1,2019,1,14,3,Jan,Mon
2019-01-15,42670,128010,57,M,22242,Personal,13.2,Graduate,5,1,2019,1,15,3,Jan,Tue
2019-01-16,42770,128310,43,M,66728,Education,13.2,Graduate,1,0,2019,1,16,3,Jan,Wed
2019-01-17,43280,129840,39,M,3567,Education,13.2,Graduate,1,0,2019,1,17,3,Jan,Thu
2019-01-18,43330,129990,71,M,2839,Travel,13.2,Graduate,3,0,2019,1,18,3,Jan,Fri
2019-01-19,43770,131310,34,M,79883,Travel,13.2,Graduate,2,1,2019,1,19,3,Jan,Sat
